,emotion,source_name,source_type,text
17,fear,overhear,vk,"Поставили порок сердца, надо лететь на операцию. И тут подруга говорит, что тело доставлять дорого, и многие назад в урнах прах привозят. Позитив исчез, видела, как муж ищет доставку тела. Она сказала, как плюнула... Мне и близких жалко — переживают, и самой страшно стало. Мы реалисты, а тут тяжело и страшно.   "
18,fear,overhear,vk,"Март. Период кошачьих влюбленностей и обострения у шизофреников. В один из таких весенних деньков впервые осталась ночевать у парня, утром проснулась в наручниках и совершенно голая, а рядом парень. В одной руке нож, в другой — открытая Библия. На логичный вопрос, что он, придурок, делает, последовал ответ, что изгоняет дьявола. Каких усилий мне стоило выбраться оттуда, одному богу известно. Сдала придурка в психбольницу, оказалось, скрытая шизофрения.  "
19,fear,overhear,vk,"Было мне годков 17. Страшно хотелось отношений с мальчиками, и решила я зарегистрироваться на сайте знакомств. Мне даже удалось завязать общение с интересным, судя по фоткам, парнем, который и позвал меня на свиданку. Расфуфыренная я на каблуках и в дубленке встретилась с ним утром на рынке. Это был абзац: рыжий, страшный, невысокий. Пригласил меня в свою дерёвню. А я и поехала! А вечерком, посадив меня на автобус, отправил домой. Я целый день удивлялась, какая я дура, и радовалась, что все ещё девственна.  "
20,fear,overhear,vk,"Я очень боюсь быть зависимой от кого-то. Когда представляю, что придётся попросить помощи — начинается паника. У меня замечательный муж, но мне стыдно брать у него деньги. Он обижается и не понимает моего поведения. Мы оба работаем, бюджет у нас общий, но я как параноик рассчитываю только на себя. И всё потому, что прошлые отношения внушили, что быть зависимой от мужчины — позор. Хочешь что-то — купи себе сама, да ещё и домой денег принеси. Отпечаток на всю жизнь(  "
21,fear,overhear,vk,"Я занимаюсь страйкболом, фотографией, мыловарением и шоколадоварением, пишу книги. Всегда смеюсь, всегда помогаю, решаю свои проблемы и чужие стараюсь, семье помогаю. Помогала другим: вытаскивала из нарко/игро/алкозависимостей, помогала найти работу, помогала и помогаю устранить конфликты в семье, помогаю с детьми, ибо своих нет. Вкалываю как могу. Кто знает меня, говорит сразу: ""Сильная духом и/или сильная девушка"". Но никто пока не знает страшной тайны — я онкобольна. Недавно подтвердили диагноз, подозрения были ещё давно. Более семи лет ходила в группе риска, прошла стадию отрицания, теперь буду бороться за свою жизнь. Я не сильная. Я слабая девушка, которая не хочет, чтоб её размазали по стенке.  И самое тяжёлое в моей жизни — скрывать тайну от всех. Если они узнают, то я сойду с ума от их бреда, криков и предложений заехать к одной бабке, шаману и колдунье, помолиться, попоститься, что это всё выдумка врачей. А с друзьями не могу — я не хочу видеть, как эта информация сделает им больно. Если справлюсь, то расскажу, что поборола, если нет, то они поймут, почему молчала.  "
22,fear,overhear,vk,"В 10 классе повредила ноготь на ноге, он отошёл, и я подцепила грибок. Уже четыре года я не могу носить босоножки, не могу переодевать обувь на людях, оставаться с ночёвкой у друзей. Я перепробовала все средства из реклам и рецептов из журналов. Каждое лето я покрываю почти здоровый ноготь лаком, чтобы не позориться, а он отходит снова, и всё лечение сходит на нет. Парень предлагает съехаться, а я не могу. Ненавижу этот ноготь.  "
23,fear,overhear,vk,"Меня не стало, просто как будто и не было. Моя старенькая мама просто забыла, что я у нее есть. Она узнает всех — моего брата, своих сестер, даже бывшую одноклассницу. А меня — нет. Ни мои детские фото, ни личные вещи, ничего не пробуждает в ней воспоминаний о моем существовании. После смерти папы она живет у меня, никто из родственников ее не навещает, брат даже не звонит спрашивать о ней. Но именно меня она забыла первую. И так обидно. Ощущение, что я и не жила вовсе...  "
24,fear,overhear,vk,"Мне было 13, когда отец неожиданно умер от сердечного приступа. Мать работала на заводе, платили мало, старший брат бросил школу перед самым выпуском и пошел работать, чтобы нас прокормить. За год до этого у него были проблемы с наркотиками, попал в плохую компанию, но отец вытащил его, и тот взялся за ум. Зарплату на завода постоянно задерживали, брат работал как проклятый ради нас, редко бывал дома, иногда пропадал на неделю, но возвращался с едой и деньгами. К тому времени мы продали уже всё, что только было можно, оставив на память единственную довольно ценную вещь — давно привезенный отцом из-за границы серебряный армейский нож. Мать очень любила отца и ужасно скучала по нему, эта вещь была для неё очень важна. И вот однажды она заметила, что его нет на месте. Перерыли весь дом, знакомые в гости не приходили, мы с братом клянемся, что не брали. Но мать была уверена, что брат опять подсел и продал его за дозу. Выгнала его из дома, сказала пока не вернет, домой пусть не приходит. После этого он пару месяцев встречал меня у школы и давал денег и продуктов, говорил, живет у друзей, много работает и все хорошо. Потом он пропал. Скоро узнали, что он опять колется. Из-за того, что жить было негде, пошел к старым знакомым, и там снова подсел, а через пару недель скончался от передоза. Матери было очень плохо, но она никогда не винила себя, говорила, что он сам выбрал такую судьбу, что раз он украл тот нож и продал, значит, уже кололся, и если бы он остался дома, мог бы навредить нам. С того момента прошло 9 лет, недавно у нас впервые появились лишние деньги, и мы смогли позволить себе небольшой ремонт на кухне. Отодвинули старый шкаф, а за ним, помимо пыли и прочего мелкого мусора, неприглядно валяется этот чертов нож. За всю свою жизнь ни разу не видел, чтобы кто-то также сильно и отчаянно рыдал, как мама в тот день.  "
25,fear,overhear,vk,"Когда я училась в школе, часто теряла тетради с домашним заданием. У меня хорошая память, я прекрасно помнила, что клала их в портфель, но когда приходила в школу, их там не было. Я не понимала, что происходит, пока не увидела маму, выбрасывающую тетрадку в мусорку. Спросила, она заявила, что мне показалось. За попытку уличить её я получила пощёчину и приказ не лезть не в своё дело. Я ничего не понимала, но к этой теме не возвращалась, тетради прятала. Потом её положили в психушку. Шизофрения.  "
26,fear,overhear,vk,"До того как врачи посадили меня на антидепрессанты и нейролептики, я каждый вечер, лёжа в кровати, представляла, как я вскрываю себе живот. От лобка до солнечного сплетения. Я представляла это во всех подробностях — боль, кровь, закушенный язык. Я проводила эту черту ногтем, потом ножницами, а однажды я начала проводить ее ножом. Я стояла на кухне и начинала вскрывать себя. Меня остановил любимый человек, который вошёл так вовремя. До сих пор не знаю, откуда было такое желание...  "
27,fear,overhear,vk,"С самого детства боюсь уколов. Когда вижу этот шприц с иголкой, у меня начинает темнеть в глазах, подходит тошнота, и самочувствие в общей сложности ухудшается. В 13 лет мне неадекватный мужик вколол шприц от укола в глаз. Глаз остался практически нетронутым, а моя психика, к сожалению, пострадала, но не настолько сильно, когда в четыре года мой отец пытался сделать мне укол и так удачно сделал, что засандалил его в спину, а игла там и осталась. Пришлось скорую вызывать. Шрам остался.  "
28,fear,overhear,vk,"В моем телефоне есть одно фото. За день до этого я встретилась после долгой разлуки с любимым, романтичный вечер, страстная ночь. Днем, счастливая, ненакрашенная и с пучком на голове, знакомила его с папой, который зашел поменять мне замок. Замок меняли вдвоем, два моих любимых мужчины. Тогда же меня и запечатлели. Через полгода любимый погиб. Еще через полгода внезапно ушел из жизни папа. Только та фотография да замок в двери напоминают мне о беззаботности и счастье, когда они были живы.  "
29,fear,overhear,vk,"С матерью моего сына мы сошлись достаточно быстро, она забеременела. Во время родов что-то пошло не так, и врачи предложили кесарево, но она напрочь отказалась, аргументируя тем, что хочет родить натурально, как женщина. Но ей становилось все хуже. Несмотря на мои уговоры принять хирургическую помощь, дело дошло до щипцов, наступило кислородное голодание, и ребенок родился инвалидом. Год жена была в депрессии, пока я ухаживал за ребенком, потом ушла к другому мужчине. Объявилась через пять лет, увидев, что сын действительно неполноценный. Говорит: ""Забирай, не смогу его растить, но только не официально, чтобы у меня пособие по инвалидности на него не пропало"". Послал её, конечно, с таким предложением, забрал ребенка через суд. Ращу его один уже много лет, не опускаю руки, и результаты есть, хоть и небольшие. Мать с тех пор ни разу не видел.  "
30,fear,overhear,vk,"Как-то ночью проснулась от детского смеха в стороне балкона. Отчётливый и то приближается, то отдаляется. Причем зловещий такой. Светит луна, занавеска колышется, ребёнок злорадно смеётся и напевает. Кот лежит на моём плече и смотрит огромными глазами на балкон... Собрав кишки в кулак, иду к балкону. Оказалось, это форточка открылась от ветра, колыхая занавески. Какая-то пьянь наматывала круги под моими окнами, ожидая такси, и у неё бесконечно звонил телефон с этим самым смехом и песенкой.  "
31,fear,overhear,vk,"Начальная школа. Одноклассник вяло постукивает носком ботинка по полу, загородив весь проход. Подхожу со спины и едва успеваю открыть рот, как вдруг всё вокруг меркнет. Каждую клеточку пронзает страшная боль, из глаз сыпятся искры. Это Сашка вдруг решил наподдать полу посильней и резко занес пятку повыше точным попаданием мне в промежность. Итог: сильная деформация половой губы и клитора + комплексы на всю жизнь. Да, я девушка, но я точно знаю, какая это адская боль — получить по шарам((  "
32,fear,overhear,vk,"Моя знакомая с обеда перестала выходить на связь. Каждые два часа пытался до нее дозвониться — безрезультатно. К вечеру поехал к ней домой. Машина у подъезда, приоткрыто окно в спальне. Поднялся, позвонил. Она ответила нечленораздельной речью, круша все, что попадало на ее пути до двери. Открыть замок не смогла, не попала ключом в скважину. Хотел уехать, подумал пьяна. Для успокоения вызвал спасателей. Те не ехали без скорой и полиции. Поднял всех. От каждой службы выслушал миллион упреков, отказывались вскрывать дверь, убеждали меня в ее алкогольном опьянении. Дверь открыли, девочка уже лежала без сознания на полу, на кухне начинался пожар, все было в дыму. Спасли жизнь в последние минуты. Позже стало ясно — пыталась покончить с собой, наглоталась таблеток, перестала себя контролировать, включила плиту, на которой были упаковки с едой и сухими завтраками. Я ведь чуть не поддался убеждениям и не уехал домой перед вскрытием двери, боялся позора, что поднял больше десятка человек из-за пустяка. Я знаю теперь, что лучше опозориться, выглядеть глупо, оплатить ремонт напрасно сломанной двери, чем до конца жизни винить себя, что не помог близкому человеку. Я ведь чуть ее не бросил умирать, никогда бы себе этого не простил.  "
33,fear,overhear,vk,"Я не помню какой сегодня день, нет, я не пью, просто давно начались провалы в памяти... Какой сейчас год напоминает мне календарь и, как выяснилось, моя жена... Я помню, что мы с другом немного выпили, разошлись, а дома я заснул. Проснулся оттого, что меня будит девушка и ребенок, как позже оказалось — это моя жена и дочь, тогда я знатно охуел. Но я справился и привык к провалам и к этой жизни. Но есть то, что я не забуду никогда, до провалов у меня уже была девушка, как она теперь живет...   "
34,fear,overhear,vk,"Сплю я, значит, в выходной и слышу — соседка сверху по полу постукивает. Минут через пять поняла, что это азбука Морзе и слово ""помогите"". Но мне было так лень вставать, что я повернулась на другой бок и просто уснула. Потом узнала, что она умерла в тот же день.   "
35,fear,overhear,vk,"У меня шизофрения. Этой осенью мне озвучили мой диагноз. Это значит, что эмоций будет всё меньше. Это значит, что к 40 годам я стану овощем. Врачи говорят, что лучше бы это был рак, потому что есть хоть какая-то надежда на выздоровление, у меня её нет. Муж спросил, не буду ли я против, если, когда я стану недееспособной, он отдаст меня в лечебницу, как бы с концами. Объяснил тем, что боится, что я могу начать чудить и стану опасной. А я просто хочу успеть пожить.   "
36,fear,overhear,vk,"Когда мама умерла, у моей сестры случился сильнейший психоз. Она не ела, не спала, громко рыдала и била посуду. Разбивала тяжеленные фруктовые вазы о керамический пол кухни, которая сейчас вся в трещинах и дырах... Резала мою и свою одежду, поджигала их. Выбрасывала с балкона вещи. Однажды ударила палкой старого отца. Боже, как мне тяжело было... слезы наворачиваются при воспоминании этих дней. Сейчас поспокойнее стала, но бзики остались. Неделями не купается, не расчесывает волосы, красит тушью для ресниц губы, лаком для ногтей красит глаза вместо теней... И в таком виде выходит на улицу. Морально тяжело понимать, что близкий человек — сумасшедший. Но и выхода нет. Папа жалеет ее, не кладет в больницу, говоря, что потом на нее будут все пальцем показывать, мол, чокнутая... А ходить в лохмотьях, оборвашкой по улицам — лучше?.. Не знаю, что делать, как ей помочь. Всех жалко — и себя за эти трудности, и папу, и сестру за ее болезнь. Не дай бог кому-то жить с чокнутым человеком.   "
37,fear,overhear,vk,"Подростком читала книгу, где девушка в 16 лет попадает в аварию на мотоцикле. Долго восстанавливалась и вот, когда ей 27, она встречает парня. После секса с ним он удивляется, что она была девственницей. Я тогда подумала, что в 27 позорно быть девственницей. В 16 лет меня сбивает машина, долгое восстановление, шрамы на ногах, комплексы. И только в 28 у меня первый секс.   "
38,fear,overhear,vk,"Когда я была маленькая, мы с бабушкой часто ездили к ней на хутор, где в её детстве вокруг были одни леса, и до школы, и ближайшего села по 10 км. В округе всегда была кучу живности, в том числе и стаи волков. Бабушка ни раз сталкивалась с ними. Однажды бабушка вышла к сеновалу и увидела спящую меня, а надо мной склонилась лошадь, как будто защищая. У лошади было сильно разодрано пузо, и капала кровь...   "
39,fear,overhear,vk,"У меня эпилепсия, приступы с потерей сознания. Случаются редко, но внезапно без всяких причин. Больше всего боюсь, что приступ случится в метро. Пока состав полностью не остановится, стою максимально далеко, мысленно отмеряя длину своего падающего тела от края платформы.   "
40,fear,overhear,vk,"Недавно у нас появились новые соседи, пара 40-45 лет, с женщиной отношения не сложились сразу. В первый же день их заселения она требовала, чтоб я избавилась от собаки. Я — человек спокойный, ругаться не люблю, поэтому сказала, что этого не будет, попрощалась и закрыла ворота. В течение целого месяца были провокации. Уехала в командировку, дома была младшая сестра, приглядывала за собакой и поливала цветы, связи не было. По возращении меня встретила сестра со слезами на глазах и группа полицейских. Сначала соседка перелезла через забор в наш сад и срезала все мои плетущиеся розы, а когда сестра пришла с прогулки с собакой, та бросилась на неё с кулаками, крича, чтоб она убрала собаку, у неё ведь давление. А собака у меня умная, встала на защиту, оскалившись, соседка убежала и вернулась с ружьем, застрелила моего Барона за пять часов до моего приезда. Это был худший день в моей жизни. Барон был моей защитой и опорой, благодаря ему я не спилась, когда умерли родители, благодаря ему я начала вести здоровый образ жизни. Он был для меня лучиком света, он был моим героем, а я его не уберегла. И цветы, которые посадила ещё моя мама, тоже не уберегла. Вот, вроде, и бывают истории хуже, но я не могу поверить в происходящее, кажется, что сейчас прибежит мой мальчик, положит голову мне на колени и будет смотреть на меня, подвывая, пока я не успокоюсь. Но этого не будет.   "
41,fear,overhear,vk,"Шла поздно домой от подруги, почти зашла в парадную, как услышала за спиной крики, развернулась посмотреть — через двор бежал мужчина с криками ""помогите, пожалуйста, вызовите полицию!"", а за ним гнались трое, я распахнула дверь и крикнула, чтобы бежал ко мне. Еле успела захлопнуть замок домофона перед преследователями. Дальше от волнения все как в тумане, помню только, как испуганный бледный мужчина слезно благодарил, что открыла для него дверь, а меня потом полночи трясло от страха.   "
42,fear,overhear,vk,"В своё время по глупости получил судимость. Статья легкая, отделался штрафом, но с тех пор все время корю себя за ошибку. Боюсь менять что-то в жизни, общаться с людьми. Сейчас работаю таксистом, копил на осуществление планов, а теперь боюсь даже работу сменить — ведь могут потребовать справку о судимости. Хочу все исправить, но не могу.   "
43,fear,overhear,vk,"Наверное все, когда обследуются у врачей с подозрением на какую-нибудь болезнь, боятся услышать что-то страшное. Когда я услышала слово ""рак"", я никак не могла поверить, что со мной это происходит. Земля из-под ног уплывала... шок был дня три. Потом включился автопилот, и я носилась по врачам, кабинетам и процедурам. На второй стадии рака нет ещё никаких симптомов, и поэтому невозможно поверить, что ты смертельно болен. Полгода лечения, шесть курсов химиотерапии, операция, 25 курсов облучения. Без отрыва от производства. Да, я работала все это время. Спасибо коллегам, отпускали и подменяли, когда требовалось. Если бы не работала, наверное, сошла бы с ума. Не знала, что существует живая очередь на химию и облучение. Все терпеливо и с надеждой сидят в этой очереди... Год я ходила в парике. На больничном была только 25 дней, когда легла на операцию. Уже семь лет прошло. Я живу! Обследуюсь регулярно, через пять лет сняли с учета, но все равно каждый год проверяюсь полностью. И каждый раз страшно, когда иду за результатами. Больше всего боюсь рецидива. Не могу говорить об этом ни с кем. Не хочу, чтоб на меня смотрели с сочувствием или страхом. А дети мои и так очень много пережили вместе со мной. Написать проще...   "
