,emotion,source_name,source_type,text
21,excitement,overhear,vk,"Служил на Севере в начале 90-х в военно-аэродромной службе. Совсем ещё зелёным бойцом попал в ""блатной"" караульный наряд под названием ""Точка"", заключавшийся в месячном одиночном пребывании в абсолютной глуши возле автономно работающего авиа-навигационного оборудования. Без оружия, чтоб не было ""самострелов"". От солдата на этом посту требовалось лишь четыре раза в сутки ответить на вызов односторонней связи и по форме доложить офицеру-диспетчеру, что всё в порядке. На прочие случаи имелась ""тревожная кнопка"". В случае пропуска связи или дачи ложной тревоги часового ожидали ""губа"" и чистка сортиров до самого дембеля. В остальном же — лафа! Выспишься, начитаешься, наслушаешься радио. В тепле и полном спокойствии. На месяц выдают паёк, воду, уголь и дрова для печки в бесколёсной теплушке. После принятия поста и убытия разводящих я — вечно голодный ""молодой"" — первым делом полез в коробку с суточным пайком и нашёл в ней... шесть консервных банок импортных сосисок. Невидаль для меня! Умяв разом полторы банки, решил осмотреть другие коробки (очень захотелось попить чайку). И... Короче, на месяц караула у меня имелось 180 банок голландских консервированных сосисок. И ничего более! Ни сухарей, ни галет, ни чая с сахаром, ни круп, ни других консервов! Поразмыслив, я решил, что так мне ""подсуропили"" завистливые дембеля, чтобы я, сообщив об этом в докладе, был снят с наряда и отправлен ""на губу"" за недолжную подготовку к караульной службе. Ведь ещё до заступления на пост я обязан был лично проверить все свои припасы и снаряжение. Единственное, чего не мог тогда понять — откуда вообще в нашей части взялись эти сосиски. Я решил не сдаваться. Докладывал, что у меня всё в порядке, хотя уже через неделю не мог на сосиски смотреть, а через две мой организм вовсе отказался их принимать. Очень уж дрянным оказался вкус этих ""тряпочных"" консервов, особенно жижки. Я пытался их варить и жарить, но они лишь разваливались в розовую ""кашу"" всё с тем же мерзким вкусом. На третьей неделе я сделал важнейшее для себя открытие! Здоровенный коричневый кусок в шкафчике теплушки, который я до того считал сургучом для опечатывания дверей и ворот поста, на деле оказался горьким шоколадом! Нет, я не спятил, это был реально шоколад из, как я потом узнал, НЗ лётчиков! На этом шоколаде, на пустом кипятке и всё тех же треклятых сосисках я и протянул до конца караула, даже не доев с десяток банок. Когда о моих мытарствах узнали в части, офицеры и солдаты надо мной долго ржали, но и зауважали одновременно. А сосиски оказались крадеными: складской прапор нагрел местный ""Военторг"", недодав несколько ящиков НАТОвской ""гуманитарной помощи"", присылаемой тогда за то, что Россия вывела свои войска из стран соцлагеря. Это и были те самые голландские консервы, которые он хотел ""толкнуть"" коммерсантам. Перед проверкой на складе, прежде чем прапора сняли с должности, он успел частично ""замести следы"", распихав банки в пустые коробки из-под солдатских пайков. Вот часть этих коробок и была мне выдана при заступлении на пост.    "
22,excitement,overhear,vk,"Курсовой по проектированию детсада. Ручная графика. Одногруппник принёс без консультаций в конце семестра какую-то мазню, на что преподши сказали: ""Не примем, слишком неаккуратно"". Он обиделся, ушёл, придумал новый, причём с супер-планом. Очень аккуратно начертил садик, план, генплан, и даже визуализация которого были похожи на ЧЛЕН. Натурально, даже с коридором сквозь здание. Показал, так сказать, где он всех вертел. Поставили 4. Не скажут же они, что в абстракции видят непристойность. Чертов гений!   "
23,excitement,overhear,vk,"Сделала профессиональную фотосессию у отличного фотографа за большие деньги. Результат выставила в соцсеть. В итоге куча лайков, несколько приглашений на свидания и даже написал и позвонил парень, с которым я потеряла девственность 7 лет назад. Пожалуй, это моё лучшее вложение денег за последние 10 лет.   "
24,excitement,overhear,vk,"Конец девяностых. В восьмом классе устроилась работать на производство мороженого, кругляки лепить на стаканчики. Май месяц, тепло. И как-то отключили электричество в цеху на несколько дней. Чтобы мороженое не выбрасывать, разрешили брать себе, кто сколько унесёт. Помню, в тот день с подругами по классу, все сидели с тазиками мороженого и лопали. Я за один день стала королевой класса!   "
25,excitement,overhear,vk,"Я заядлый курильщик. Моя девушка заставляла меня чистить зубы после каждой выкуренной сигареты. Всегда это бесило. В итоге бросил курить и расстался с девушкой, но вот привычка чистить зубы несколько раз в день осталась. Как результат: сейчас я обладатель идеальных зубов — белых и без кариеса))   "
26,excitement,overhear,vk,"Опаздывала на собственную свадьбу, стремглав летела в загс на крыльях любви. На групповом фото с родственниками я запечетлена на руках у жениха, сияющая. В платье, фате и в тапках.   "
27,excitement,overhear,vk,"Мне исполнилось 21, и пока единственное моё достижение — умение ходить в общественный туалет, не снимая верхней одежды. Неважно, что это: пуховик, пальто или шуба. Я с гордостью пройду через все!   "
28,excitement,overhear,vk,"Подруга летала в Тайланд. Тур выбирала тщательно, отправилась в глубинку (мечтала сделать реалистичные фото совсем не курортных закоулков и ощутить весь колорит тайского бытия). Первые три дня отдых не задались — то ли из-за стресса, то ли еще почему-то, никак не могла сходить в туалет. На четвертый день решила обратиться к врачу — а там вот реально глушь — до города 140 км, аптек нет. В деревне нашли какого-то старичка, мол, доктор со стажем. Тот осмотрел ее и дал какие-то зеленые таблетки. Подруга у меня отчаянная, еще неделю жрала эти сомнительные пилюли. Нравилось ей проводить на горшке по (!) два часа в день и производить такие кучи, что было непонятно, откуда они вообще берутся (столько просто не ела). Домой вернулась похудевшая на 12 кг (за 20 дней). Она у меня, конечно, дура. Но везучая.   "
29,excitement,overhear,vk,"Подходит молодой человек с ярым желанием познакомиться. Я тогда технический ВУЗ заканчивала, ну и ляпнула ему первое, что пришло в голову, чтоб отвязался, мол, докажи такую-то теорему — и я вся твоя. Он попросил телефончик, сказал, что, когда докажет, обязательно позвонит. И действительно перезвонил через два месяца. Кто же знал, что он окажется математиком, год работавшим над доказательством этой самой теоремы. Женаты три года.   "
30,excitement,overhear,vk,"Моя мама — цирковая артистка. Обычно она работает заграницей, но изредка выступает у нас на больших фестивалях. Однажды она меня попросила выступить с ней. Я хорошо пою ещё с детства, но очень боюсь сцены. Настал день Х, я выучила песню Джей Ло ""Que Hiciste"" и повторяла её тихонько. На сцене после первого припева я с ужасом понимаю, что забыла все слова! Я с ходу начала ""генерировать"" слова похожие на испанский и, судя по лицам в зале, — никто особо не заметил! Мама и смеялась, и злилась))   "
31,excitement,overhear,vk,"Очень восхищалась левшами. Всю жизнь горевала, что правша, и мечтала научиться писать левой рукой. Год назад купила себе тонну самых разных детских прописей и начала каждый день по 40 минут, несмотря ни на что, тренироваться писать левой рукой. Итог: каллиграфический почерк и правой, и левой. И сейчас люди восхищаются мной. Теперь я — амбидекстр)))   "
32,excitement,overhear,vk,"Была доброкачественная опухоль груди. Отправили на операцию. В больнице предупредили: будет анализ. Если злокачественная — грудь придется убрать. Боялась до ужаса. Мне же всего 19! Итак, очухалась от наркоза. В голове еще туман, бардак и мультики. Опускаю голову — нет груди. Обеих! Мой рев, наверное, слышали на всех этажах. Врачу и сестричкам еле удалось донести до моего офигевшего от наркоза и шока мозга, что операция прошла успешно. Ничего не отрезали. Просто я была перемотана эластичным бинтом)   "
33,excitement,overhear,vk,"Верю в случайные знакомства, и они самые лучшие! Ко мне в автобусе подсел мужик лет 50 и попросил помочь в телефоне, потом разговорились, и он, оказывается, отделывает квартиры в новостройках (я как раз купила). Познакомил меня со своим сыном, и я счастлива! Теперь у меня есть любимый парень и хороший ремонт!   "
34,excitement,overhear,vk,"Никогда ничего не получалось вырастить дома. Даже купленные кактусы умирали спустя время. А тут с парнем решили посадить косточки финика и забыли про них как-то. И вот, через три месяца, появился росток и растёт теперь с бешеной скоростью. К переменам, не иначе :)   "
35,excitement,overhear,vk,"Завела себе волнистого попугая, девочку. Тут же нарисовалась куча советов поменять её на мальчика, так как девочки не разговаривают. Через полгода попугай трындел без остановки. Решила купить ей парочку, чтобы не было скучно — те же самые советчики уговаривали не брать, иначе попугай перестанет болтать. Не только не перестала, так ещё и соседа научила — теперь в два голоса орут, что ""Рита — хорошая девочка"")))   "
36,excitement,overhear,vk,"Работая в полиции, влюбилась в начальника наркоконтроля: красивого, неженатого майора, ради него все свободное время тратила на уход за собой и самообразование. И вот наконец он снизошёл. Пару свиданий показали, что он занудный, оставалась надежда на секс. Она погасла, как только он лёг, а-ля «вот мой член, делай как надо»! Зато меня, похорошевшую, забрал на повышение один генерал, и сейчас я живу с генеральским сыном! Спасибо товарищу майору за стимул к самосовершенствованию.   "
37,excitement,overhear,vk,"Подруга из-за своей тугоухости сдала экзамен на халяву. Педагог тихонько сказала: ""Девочки, кто в положении — несите зачетки"". Подруга, кстати, худющая, как сельдь, хватает зачётку и несётся к преподавательнице. Та ей: ""Как, и вы тоже?"" — на что получает утвердительный ответ. Позже, когда вышли из аудитории, все давай поздравлять, спрашивать, как да что, почему никому не сказала. А она въехать не может, ей, видишь ли, послышалось: ""Кто хочет четыре, несите зачетки"".   "
38,excitement,overhear,vk,"Славянск. Я экскаваторщик-мостостроитель. Восстанавливали взорванный во время боевых действий мост через реку Казённый Торец. Подготавливал дно реки под мостом для отсыпки гранитным камнем, думаю, черпану я куст камыша под берегом — карасиками да раками разживусь, черпанул. В ковше три карася, два рака и мина ТМ-62М противотанковая — не разорвалась во время подрыва моста. Так глупый поступок спас мне жизнь, а через минуту туда сыпать гранит. Повезло.   "
39,excitement,overhear,vk,"Всю жизнь панически боялась выстрела тостера. Каждый раз реагировала неадекватно — от вскриков до аритмии и даже обмороков. Как рассказывала мама, когда мне было лишь пару месяцев отроду, бабуля решила продемонстрировать мне это чудо техники, ужас от этого звука стал рефлексом. Последние два года потратила на психотерапию и сеансы регрессивного гипноза, сегодня открыла шампанское. Мне 36, и я больше не боюсь тостера!   "
40,excitement,overhear,vk,"В старые добрые времена, когда ещё не развалился Советский Союз, и прилавки магазинов пустовали, выезжали мы с супругой на жигулёнке на шоппинг в соседнюю область. Брали бинокль с собой и смотрели из машины, что за магаз, открыт ли он, большая ли очередь, и что на прилавках. Экономили время и за день находили много «дефицитов». Не зря же я служил в разведке.   "
41,excitement,overhear,vk,"Спорили с сестрой по поводу книг нашего любимого писателя. Сюжет вспомнили, а в какой книге это было — нет. Долго длился наш спор, гуглили даже, но не нашли. В результате я психанула, открыла соцсеть и спросила у самого автора. Подсказал: D   "
42,excitement,overhear,vk,"Как-то выбрались на улицу с друзьями и решили приукрасить прогулку походом в лес. Спустя два часа мы благополучно заблудились. Связь не ловит, по компасу определить путь домой никто не может... Мы уже впали в отчаяние, но тогда нас спас случайный секс. Вдалеке были отчетливо слышны повторяющиеся стоны. Единственным способом выбраться из леса было — пойти на стоны. К сожалению, мы прервали уединение этой пары, но дали им денег на ресторан)   "
43,excitement,overhear,vk,"Ехали в 1992 году четверо суток в поезде Новосиб-Кара-Балта. Я, сестра старшая и мама. В обед начали играть в карты в дурака, я всех своих обыграла, к нам присоединился сосед по купе, потом из соседних подтянулись, а к вечеру у нас в вагоне была целая очередь из соседних вагонов — люди пришли посмотреть на семилетнюю девочку, которая ни разу не проиграла в дурака. А я просто мухлевала, как могла, вошла в азарт, легко все получалось. Маме это надоело и она всех разогнала. Помню тот вкус успеха!   "
44,excitement,overhear,vk,"В прошлом году получила в наследство квартиру. Все советовали, как ей распорядиться, а я вбухала все в себя: грудь, филлеры и виниры. От природы сама достаточно симпатичная. И это мое самое правильное решение: комплименты от поваров в ресторане, такси бесплатно, бартер за фото в магазинах одежды и салонах, муж сдувает пылинки. Работаю обычным учителем. Красота — страшная сила)   "
45,excitement,overhear,vk,"Мой друг закончил школу в 17. Два года универа — бросил, не понравилось. К армии не годен, не взяли. Параллельно занимался покрасом миниатюр, к 20 годам красил уже на уровне профи. Стал зарабатывать на этом, мог получать до 30к в неделю. Накопил, взял в своём городе в аренду помещение, открыл клуб настольных игр. Моему другу 22, и он гендиректор, имеющий свой клуб и неплохо на этом зарабатывающий.   "
46,excitement,overhear,vk,"Очень хотела свадьбу. Парень и родители были не в восторге от идеи праздника (мол, дорого), поэтому я тщательно просчитывала смету расходов, чтобы уложиться в нужные рамки (130 тысяч). Подруги фыркали, что бюджетная свадьба отстой, денег только на платье и костюм для мужа хватит. В день торжества в парке ко мне подбежала незнакомая девочка лет 5 и, робко протягивая мне шарик, спросила, из какого я, принцесса, королевства, и можно ли со мной сфотографироваться. Мое платье стоило 5 тысяч.   "
47,excitement,overhear,vk,"Встречаюсь с женатым мужчиной, который намного старше меня. Ну и, картина маслом: его жена застает нас в постели. То ли судьба пошутить решила, то ли Бог восстанавливал справедливость: его жена оказалась моей матерью, которая бросила меня когда-то в роддоме. Эта ""женушка"" лишила меня нормального счастливого детства, а я разрушила ею семью. Теперь мы квиты. Мне не стыдно, нет.   "
48,excitement,overhear,vk,"Получила диплом о высшем образовании, опыта работы нет, но, как выпускник, наивно думала, что уж я-то работу найду. Прошло полгода, мой диплом нафиг никому не сдался, отдают предпочтение девицам с тремя детьми, 9 классами и опытом продавца. Неделю назад от отчаяния заполнила заявку на работу в Германии, и меня приняли. В родной стране мне, неопытному специалисту, не доверяют, а на чужбине дают шанс. Германия, жди меня!   "
49,excitement,overhear,vk,"Утром не включился ноут, в котором было 2/3 магистерской, которую все было не досуг скинуть в облако. Впала в отчаяние, разозлилась только через три часа страданий и ударила рукой по столу так, что сломала два пальца, а ноут после удара запустился.   "
50,excitement,overhear,vk,"Заказал коктейль девушке за другим столиком, официантка перепутала столик и дала коктейль другой красивой девушке. Так я познакомился с женой.   "
51,excitement,overhear,vk,"Много лет назад на экзамене очень сильно волновалась и вдруг почувствовала резкую нарастающую боль в области сердца. Решив, что у меня сердечный приступ, начала орать на всю аудиторию, чтобы мне срочно вызвали скорую, и я умираю... Короче, косточка от лифчика мне в грудь впилась. А экзамен я потом сдала на отлично)   "
52,excitement,overhear,vk,"Мороз -45, зашла после работы в магазин и бегу домой, почти подошла к дому, как мне на плечи что-то прыгнуло. Даже напугаться не успела, как увидела, что с плеча на меня глазками-бусинками смотрит... обезьянка, мать твою! Живу в небольшой северной деревушке. Вторую неделю ищу хозяев и, если честно, не хочу, чтоб нашлись, я нашла себе лучшего друга.   #Подслушано_иллюстрация@overhear"
