emotion,source_name,source_type,text
FEAR,overhear,vk,"Весной я перестала чувствовать свои собственные ноги. Молодая жизнь, замершая в теле древней старухи. Руками перекладываешь ледяные онемевшие ноги, чтобы кровь не застаивалась. Каждую ночь следишь за дыханием — не тяжело ли? Утром с трепетом делаешь первый глоток воды — не разучилась ли? Часами терпишь, оттягивая момент просьбы вынести судно. Скрепя сердце просишь приехать к тебе, больше даже для того, чтобы хоть что-то происходило. Дни проходят, а ты как камень посреди бурного потока — ни движения. Постоянный стыд и страх. Говоришь только о болезни — чем больше слов, тем меньше боли внутри. Наблюдаешь, как ты постепенно становишься обузой для окружающих. Появляется раздражение и злоба. Тебе все меньше звонят, реже приходят. Твой дом покрывается грязью и пылью. Ты больше не со всеми, ты выпал. Сейчас я снова вернулась, огромными усилиями почти восстановилась, но эти ощущения навсегда останутся со мной. То, как резко все может поменяться, стоит только лишиться возможности двигаться.   "
FEAR,overhear,vk,"Катались на ""ватрушках"" в Коломенском. Платно, народа — море. Летим на ватрушке с шестилетним сыном с горы, и вдруг перед нами девочка лет четырёх обратно в гору идёт и свою ватрушку за собой тащит. Встала и смотрит, как мы на неё летим. В ужасе понимаю, что сейчас ей хана, и на полной скорости заваливаюсь на бок мордой в сугроб, пытаясь при этом не сломать шею и не покалечить своим весом и ударом о землю собственного ребёнка. Как же люто я ненавидела её родителей в этот момент!   "
FEAR,overhear,vk,"Этот момент прочно въелся в мою память. Мне лет 7-8. Цирк. Полная темнота. Акробаты под куполом цирка летают на брусьях, их костюмы красиво светятся в темноте. Барабанная дробь, сейчас один из акробатов выполнит смертельный номер без страховки. Он готовится, прыгает и срывается! Чудом его ловит второй акробат, весь зал ахнул. Его поднимают наверх, его коллеги долго с ним разговаривают. Он собирается ко второму прыжку, ведь циркачи обязаны выполнить трюк. Прыгает… Удача. Зал аплодировал стоя.   "
FEAR,overhear,vk,"Полтора года общался с девушкой в интернете. Мы с ней из одного города, но никогда не виделись, а она временно работала в Европе. Сообщения, фотки, видеозвонки — всё было очень искренне. Я довольно сильно ждал её возвращения, чтобы увидеть первый раз и как-то развивать это дальше. На одни из выходных собрался к родителям, рассказал ей, конечно, и поехал. С интернетом там не очень. Вечером в субботу захожу, а после небольшой утренней переписки ничего нет, а онлайн с обеда не была. Воспринял, как жест понимающей женщины, мол, пускай будет с родителями и не отвлекается. На следующий день выспался хорошо, сразу зашёл посмотреть любимые фотографии на её страницу. Последнее посещение всё то же, а на стене соболезнования родным. На переходе с подругой сбила машина, обе погибли на месте. Меньше четырёх месяцев оставалось до приезда ко мне. Тяжко невыносимо, места себе не нахожу.   "
FEAR,overhear,vk,"Работала постовой медсестрой. Положили зека, который вышел, но находился под наблюдением; три раза в день милиция звонила и спрашивала, на месте ли он. Однажды в выходной его не было полдня, и поверке я сказала, что он отсутствует. Явился он весь взбудораженный и агрессивный, глаза были сумасшедшими. Узнал, что я сообщила о его отсутствии и грозился меня зарезать. Дежурный врач отказался проводить освидетельствование, просто отмахнулся от меня. Все обошлось, но эту незащищённость я запомнила навсегда.   "
FEAR,overhear,vk,"С самого раннего детства мечтала, что буду сдавать кровь для нуждающихся, когда вырасту. С нетерпением ждала своего 18-летия, чтобы пойти и прямо в свой день рождения сдать кровь, так порой необходимую больницам и их пациентам. До совершеннолетия оставалось каких-то пару годков, меня кладут на операцию и обнаруживают в моей крови вирус гепатита В. И всё, никому моя кровь не нужна. И грустно мне не оттого, что я могу умереть молодой, а оттого, что не смогу спасти чью-то другую жизнь.   "
FEAR,overhear,vk,"Недавно был вечер встречи выпускников универа. Мы хорошо посидели, потанцевали, а когда алкоголь ударил в голову, начали вспоминать, как учились, кто кому нравился. Упомянули девушку с потока, которая умерла от рака на третьем курсе. О её болезни мы узнали после смерти, прогулы она прикрывала работой. Одногруппник — дядька два метра ростом, солидный бизнесмен со связями. Как только он услышал о ней, сразу разрыдался. Он сидел далеко от стола, мы не думали, что он слышал нас.После трагедии её мама передала около 40 конвертов с письмами. Каждому человеку она написала что-то своё. Дали слово, что никому не скажем, что она написала. Она пригласила его на рождественский бал, но он струсил и отказал, типа у него уже есть дама. А она всё равно пошла на бал, но с другим. В письме она призналась, что он ей очень нравился, поэтому решилась пригласить его и очень жалела, что её чувства были безответны. Бал был где-то за полгода до её смерти. Он её очень любил, но стеснялся признаться. ""Всю свою жизнь жалею, что не пошёл с ней танцевать. До сих пор иногда вспоминаю и не могу её отпустить"", — залпом выпил бутылку и ушёл. Мы тупо сидели и молчали минут десять.   "
FEAR,overhear,vk,"Мне было лет 12, и я чуть не утонула в море. Так как я не умела плавать, плескалась у берега, воды было даже не по колено. Поскользнулась и упала в воду на спину. Лежала на спине и смотрела сквозь воду на солнце. Было так хорошо и приятно, полное спокойствие и смирение. Понимала, что гибну, но не хотела ничего делать. Потом пришла сестра, протянула руку мне, и я ухватилась за неё.   "
FEAR,overhear,vk,"Хотела похудеть, но лень-матушка все равно брала свое, и вес никуда не уходил. Но тут ребёнок принёс из сада ветрянку, а я ею не болела. Естественно, я тоже заразилась. Думала, помру — температура 39 не сбивалась неделю, есть не могу, -15 кг за 10 дней, синяки под глазами и обтянутые кожей скулы. Похудела, что уж.   "
FEAR,overhear,vk,"Мама не видела отца шесть лет. Шесть лет безумной боли и любви, надежды и ожидания возращения. Ее мечтой было увидеть его и вернуть жизнь, которая была у них раньше. Одна мечта сбылась — она увидела его. На его похоронах. Красивая мама идёт к гробу и робко, словно боясь обжечься, гладит папу по щекам. Играет красивая музыка, она целует его в последний раз. Она сказала, что это было их свидание. Я не видела ничего красивее, чем эта встреча.   "
FEAR,overhear,vk,"В 1995 году разошлась с мужем, в 2006 году погиб сын, которому было 22 года. А сегодня ночью приснилось, что приехал бывший муж из командировки, раздался звонок в дверь, и сын сказал: ""Я сам открою"". Открывается дверь, входит бывший муж в плавках, и я спрашиваю: ""Почему в таком виде?"" Он отвечает: ""Я утонул"". Весь день не могу ничего делать, плачу, всё валится из рук.   "
FEAR,overhear,vk,"Освоила навык осознанного сна настолько, что могла беспалевно спать на уроках. Просто отключалась с открытыми глазами и наблюдала все как бы со стороны. Тогда я была уверена, что реально выхожу из тела и призраком парю над кабинетом, вовремя влетая в тело, когда учитель обращал на меня внимание. Но однажды не влетела. Помню свою панику и как меня начали тормошить, а дальше засосало в темноту. Очнулась в больнице — инфаркт у меня 15-летней. На всякий случай больше так не делаю.   "
FEAR,overhear,vk,"Когда мне было 12, с мамой происходило что-то странное: она часто впадала в депрессии (сказался развод с отцом) и плакала по утрам на кухне, пока я спала. Бабушка уехала в Чехию на несколько месяцев. За это время мама сошла с ума и пыталась покончить с собой. Я всячески помогала, как могла, кормила её, убирала в доме, помогала ей даже собираться на работу. В тот день, когда бабушка вернулась домой, мама пропала. Спустя 40 дней мы нашли её труп. Всем говорю, что она умерла от сердечного приступа.   "
FEAR,overhear,vk,"Я был там. Я был на Эвересте! Это стоило очень дорого по деньгам и здоровью, но оно того стоило! Единственное, что мне не даёт покоя уже десять лет — это замерзающий альпинист на высоте 8200, мимо которого я прошёл. Я видел, что он ещё жив, и знал, что через пару часов он навсегда останется обледенелым трупом на горе. Это было ужасное мучение осознавать, что сделать ничего не можешь. Я не знаю, кто он, как зовут, но синяя куртка и оранжевые ботинки снятся почти каждую ночь.   "
FEAR,overhear,vk,"С родителями и трёхлетним сыном попали в ДТП на трассе. Вылетели на встречку, разбили свою машину, зацепили ещё две других машины, летели прям на Лэнд Крузер, но все остались живы — водитель максимально уходил от столкновения с нами. Муж ехал сзади и видел аварию своими глазами. Это так страшно — понимать, что могли не вернуться больше домой; что муж видел, как мы можем погибнуть, и ничего бы не смог с этим сделать.   "
FEAR,overhear,vk,"Недавно был на похоронах. В свои за 30 плакал как ребёнок! У знакомой умерла дочь от остановки сердца. Семья обеспечена до нельзя, у дочери был свой личный лечащий врач, страховка на сумму с шестью нулями. Занималась худ. танцами, в институте училась на пять, была волонтером. Такой чистой, доброй личности я не встречал никогда, да и не встречу... Утром расчесывалась и умерла перед зеркалом.   "
FEAR,overhear,vk,"У моей свекрови в 60 лет случился старческий маразм. До этого она была лучшей свекровью. Мы были как подруги, но сейчас ей кажется, что за ней следят, она не моется, почти не ест, мочится исключительно в кухне на пол и разговаривает с невидимыми людьми — это очень страшно. Муж хочет выкинуть её на улицу, чтобы быстрее померла, и квартира ему досталась. А я не могу. Мы с ней были как родные. Она была мне ближе, чем моя родная мать-алкашка. Понимала меня с полуслова.   "
FEAR,overhear,vk,"Снилось, что летом приехали с дочкой на дачу. Я приготовил ей салат, мы съездили на озеро, веселились. Я отвернулся на секунду, чтобы сорвать с дерева яблоко. Когда я повернулся обратно, дочь пропала, а в голове слышалось чёткое эхо её голоса, зовущее меня. Проснулся в холодном поту. Моей дочери нет в живых уже четыре года — умерла от онкологии. В её последний день рождения мы ездили на дачу. На следующий день её уже не было в живых. Боль так и не отпускает.   "
FEAR,overhear,vk,"Лет десять назад пару раз снился один и тот же сон: я выхожу на балкон, за окном незнакомый заснеженный город, балкон не застеклён, я поскальзываюсь и падаю вниз, разбиваясь насмерть. Сон был настолько реальный, что я отлично запомнила все подробности. Недавно переехала в другой город и сняла квартиру. Сейчас зима, у нас первый раз выпал снег. Я вышла на балкон и узнала картинку из своего сна — тот же заснеженный город, тот же незастеклённый балкон. Стало жутковато.   "
FEAR,overhear,vk,"Год назад умер отец. Совершенно не знаю, что делать, снится почти каждую ночь. Утром просыпаюсь вся в слезах. А всё из-за того, что мы поссорились и целую неделю не общались. Даже попрощаться с ним не смогла.   "
FEAR,overhear,vk,"90-е. Мне было 14 лет. С первого самостоятельного заработка купила двух кроликов. Обычных, не декоративных. Заботилась о них, убирала в клетках, постоянно их тискала, они ручными были. Приглашала подруг их погладить. Но настал голод, и их пришлось съесть. Я была городским ребёнком и не убивала любимцев сама. Но ела с удовольствием. Человеческая жизнь дороже кроличьей.   "
FEAR,overhear,vk,"После инсульта маму парализовало, и она лежала три года. Бросив всё, отец ухаживал за мамой и днём, и ночью. Мама умерла у нас на руках, не приходя в сознание. Отца парализовало через три месяца. Десять дней в реанимации, и его тоже не стало. Я сидела ночами в машине во время реанимации и чувствовала запах медицинского спирта и лекарств. Мне казалось, что это папа рядом со мной. Прошло шесть лет, и боль не утихает, она даже не притупилась. Спокойно и без слёз я не могу говорить о родителях, очень скучаю.   "
FEAR,overhear,vk,"Работала продавцом в ночном продуктовом магазине. Звонок в дверь, торопливо иду открывать, прохожу мимо мойки; вдруг поскальзываюсь, падаю, бьюсь головой об пол и отключаюсь. Через какое-то время очухиваюсь, ничего не понимая, поворачиваю голову, пытаясь понять, на чём я поскользнулась, и вижу вокруг моей головы кучу слизней (улиток без раковин)! Оказывается, раздавила одну и покатилась на её слизи как на шкурке от банана. С тех пор прошли годы, но до сих пор боюсь этих страшных гадов.   "
FEAR,overhear,vk,"Чудом выжила в аварии. Джип влетел нам лоб в лоб, там четыре трупа. Я могла с лёгкостью превратиться в мясо, как его пассажиры. Спас меня ремень безопасности, вот только ехала я в газели на переднем сиденье, и мой ремень был на уровне бедер, а пристегнулась я с подругой за компанию, если вдруг менты остановят.   "
FEAR,overhear,vk,"31 декабря около десяти вечера остановилось сердце у деда моего парня. Бой курантов встречали вместе со скорой. На следующий день в ночь с первого на второе января умирает его мать — рак. Дед перед смертью говорил, что не хочет раньше дочери умирать. Так оно и вышло.   "
FEAR,overhear,vk,"11 утра, 2011 год, июль, Иркутск. Я сплю, дома никого. Просыпаюсь оттого, что лбом бьюсь о спинку дивана. Подскакиваю и осознаю, что землетрясение. Жили мы на шестом этаже. Пока бежала к входной двери, меня кидало от стены к стене. Все, что могло в доме падать, падало, грохот стоял неимоверный. Дверь открыть не смогла, только между толчками. Летела по лестнице в пижаме среди мужиков в трусах и женщин с бигуди. Шесть баллов землятресение. Тот ужас до сих пор помню.   "
FEAR,overhear,vk,"У моей девушки затяжная депрессия. И когда она выпивает, то начинает говорить от другого лица. Мол, это она настоящая, а то, что я вижу каждый день — её клетка, которая мешает ей жить полноценной жизнью. И если поначалу я относился к этому как к пьяному бреду, то теперь действительно замечаю, что эта странная ""теория"" имеет место быть. И что та ""настоящая"" нравится мне гораздо больше. Что делать и как вытянуть её на постоянную основу — понятия не имею. Сумасшедший дом какой-то.   "
FEAR,overhear,vk,"Три года назад у меня нашли онкологию, решила никому не говорить. Долго и тяжело лечилась, выкарабкалась. Когда мама узнала об этом, искренне удивилась и обиделась, почему я не рассказала ей. Вот только она не помнит, как ребёнком я часто жаловалась на боли в сердце, из школы стабильно раз в неделю звонили сообщить о моих обмороках, на что она всегда говорила: «Всё это ерунда, я её обследовала — у меня здоровый ребёнок», — и тупо забивала. Маму простила, но свои проблемы до сих пор решаю сама.   "
FEAR,overhear,vk,"У меня есть скидка в магазине ритуальных услуг, но не потому, что там знакомые, а потому, что я хороню родных и близких каждые полгода. Я устала...   "
FEAR,overhear,vk,"Мой отец долгое время хранил под кроватью обрез в чехле, держал между матрасом и поперечными рейками. На мои вопросы: ""Что, где, откуда?"" — он обычно отмалчивался. Несколько лет назад выяснилось, что от первого брака, помимо дочери, был ещё и сын, которого я в глаза никогда не видела. Отец говорил о нём только в день поминок, который всегда проходил так тихо, что даже не запоминался. Мне уже за 20 лет, а спросить, почему брат застрелился, так смелости и не хватает.   "
FEAR,overhear,vk,"Летом подруга рассказывала свои странные сны. Что бы ни снилось, везде она с сыном и без мужа, хотя до этого всегда снились сны с участием второй половинки. Недавно ему поставили неоперабельную третью стадию рака. Рыдаю вместе с ней.   "
FEAR,overhear,vk,"Живу одна. В пятницу после работы стало плохо. Видимо, вирус какой-то. Легла вечером спать, морозить стало. На следующий день решила отоспаться. Есть не хотелось, только пить. Как хорошо, думаю, пара дней в запасе до понедельника поболеть! В полудрёме слышала телефон, не подходила. Просто спала с сумбурными сновидениями. Проснулась от жуткой жажды в субботу вечером. Хочу встать, а сил нет. Еле до кухни дошла. Смотрю на телефон, а по дате уже вторник! Жуть! Это я в бреду три дня провалялась! Так и умирают в одиночестве!   "
FEAR,overhear,vk,"Мой друг в детстве спал и почувствовал что-то мягкое и пушистое под одеялом. Он сквозь сон стал гладить, думал про себя, что котенок. А потом дошло, что нет у него никакого котенка. Ох и орал он тогда: крыса из подвала залезла к нему погреться; первый этаж был.   "
FEAR,overhear,vk,"Моя бабушка на шестом десятке была невероятно красивой женщиной, ее часто путали с моей мамой. Когда я была маленькая, в одну ночь она осталась со мной, я не могла уснуть, было тяжелое предчувствие, гнетущее сознание ребенка. На следующее утро бабушка попала в страшную аварию — сбил эвакуатор. Все были потрясены, но когда об этом сообщили ее бывшему мужу (отцу моей мамы), он умер на месте от сердечного приступа — не смог выдержать такой новости. Самое страшное, что ему даже не успели сказать, что она выжила...   "
FEAR,overhear,vk,"В 16 лет посещение психолога. В 22 года транквилизаторы и два психотерапевта. В 23 года психушка. И даже после этого слышу: ""Да всё с тобой нормально, много выдумываешь. Вот у меняяя проблемы, тебе и не снилось"". Отчасти понятно, почему люди совершают самоубийства. Потому что живому поддержки не окажут, зато мёртвого всегда пожалеют.   "
FEAR,overhear,vk,"На прежней работе в соседнем отделе работала странноватая девушка. Вроде добрая, но поведение какое-то истерическое: от громкого смеха невпопад до нервных срывов из-за большого количества работы. Позже я узнала, что с психикой у неё проблемы из детства: когда ей было десять лет, она пришла из школы и обнаружила на кухне повесившуюся маму 😩   "
FEAR,overhear,vk,"С неделю назад у коллеги по работе из квартиры сбежал кот, нашли его возле подвала с разорванным ухом. Вечером в воскресенье, по её словам, он начал вести себя странно. Через пару дней утром напал на хозяйку, жестоко покусал и выпрыгнул из окна насмерть (окно стояло на проветривании). Посоветовал ей сделать уколы от бешенства. Видать, в подвале его крысы потрепали.   "
FEAR,overhear,vk,"Была в нашем городе старая заброшенная стройка, о которой ходили всякие легенды. Кого там только не было: сатанисты и бомжи повешенные, трупы людей и животных в подвалах. Ну и я однажды пошла с друзьями вечерком туда мистику на себе испробовать. Залезли, походили, ничего и никого. Давай выбираться, а выход найти не можем. Опять стройку облазили — нет выхода и все. На улице уже ночь, у нас паника. Давай звонить всем, кому можно. Приехала полиция. Потом сказали, что мы от входа в двух метрах были.   "
FEAR,overhear,vk,"На моём этаже живёт семья алкашей. У них четыре ребёнка, двое из которых с психическими отклонениями. Дети предоставлены сами себе, старшему десять лет, в школу ходит через раз, так как сидит с младшими, когда родители в загуле. Периодически помогаю ему с уроками, мальчишка учиться хочет. Недавно он спросил, что нужно сделать, чтобы попасть в приют. И попросил его иногда там навещать, если получится.   "
FEAR,overhear,vk,"Мне почти сорок лет. С детства я часто бывала на похоронах и поминках соседей и родственников, но всего один раз видела, как на кладбище закапывают гроб. С моим пятилетним ребёнком.   "
FEAR,overhear,vk,"Я видела смерть шестерых человек в разные периоды своей жизни: от детства до сегодняшнего дня. Это были не родственники и не соседи даже: строитель, таксист, бабушка в автобусе, двое маленьких детей и девушка. Мне кажется, смерть ходит за мной по пятам, в то время как у моих знакомых на глазах ни разу ничего подобного не случалось: максимум — долго умирающий старый родственник. Пугает до жути, будто странное проклятие, доводящее до психозов.   "
FEAR,overhear,vk,"С мужем прожили счастливых шесть лет. Любила его безумно. У него была привычка после поедания чипсов стряхивать остатки себе в рот прямо из пачки. Всегда говорила, что так можно подавиться, но он смеялся и не слушал. Меня задержали на работе. Он подавился чипсами. Когда я приехала, он уже не дышал. Не знаю, как дальше жить без него. Ненавижу себя, свою работу и своего начальника.   "
FEAR,overhear,vk,"Развелись с мужем год назад, есть маленький сын. Сразу после развода выяснилось, что у меня неоперабельная опухоль мозга, хотя до этого никаких признаков не было. Никому ничего не говорю и стараюсь меньше времени проводить с сыном, оставляя его под всякими предлогами у бывшего мужа. Он считает меня плохой матерью, которой сын мешает устраивать личную жизнь. А я прихожу домой и плачу; написала сыну письмо в будущее, очень надеюсь, что он вырастет и простит меня.   "
FEAR,overhear,vk,"Брат моего дедушки был младшим в семье. Видимо, у него была какая-то болезнь, так как был с детства полулысым, пучеглазым, маленького роста. Долго жил один, и лет в 40 встретил свою единственную любовь — Клавдию. Она тоже чем-то болела, рожать было строго под запретом. Наплевав на все, родила, умерла при родах, этот дедуля запил, в скором времени умер. Ребенок (родилась дочь) стал не нужен никому, растили родственники по очереди. Кому были нужны такие жертвы...   "
