emotion,source_name,source_type,text
ANGER,overhear,vk,"Ненавижу, когда говорят ""не обижайся"" даже при чем-то незначительном. Как будто намеренно будут делать или говорить что-то неприятное, но ты, блин, не обижайся, тебя ж предупредили.   "
ANGER,overhear,vk,"Мой муж из Косово. Свадьбы тут празднуют с кучей людей в шикарных ресторанах. Мы с мужем ненавидим быть приглашенными, потому что кормить будут ужасно, на весь вечер выдают одну тарелку и туда в течение вечера официанты в смокинге (!) плюхают куски мяса или рыбину. Надо взять беруши — музыка громкая, заунывная — и не забыть телефон. Разговаривать невозможно (голос сорвать можно), поэтому мы пишем друг другу. Этот кошмар ещё и дорогой — платье вечернее мне, подарок. И не пойти нельзя — оскорбление.   "
ANGER,overhear,vk,"Не выношу, когда люди проходят в уличной грязной обуви чуть ли ни на половину квартиры. Почему нельзя разуться/обуться около двери, на коврике, а не идти за километр и разносить грязь. Вот не педант я, а такую рассеянностью, что ли, не понимаю.   "
ANGER,overhear,vk,"Мне интересно, кто делает все эти видео, которые потом разлетаются по ватсапу? Вот эта хрень, когда открытки меняются под заунывную музыку минут пять, задрала уже! Или эти дебильные стишки, которые зайчиха читает. Каждое утро кто-нибудь обязательно пришлет ""доброго утра и отличного дня"". Можно подумать, что без этой сраной открытки не день, а говно получится. Я человек позитивный, но эта ебанина бесит нереально!   "
ANGER,overhear,vk,"Полгода не платили зарплату, жили на макаронах, и тут продала удачно что-то из вещей и на радостях пошли с ребенком в продуктовый магазин. Подходит тетка и начинает рассказывать, что у них акция ""корзина доброты"" в помощь старикам, вежливо говорю, что сейчас сами в затруднительном материальном положении. Тетка выпучивает глаза и начинает на весь магазин читать мораль, что дело не в материальном положении, а в душе. Так хотелось в морду ей двинуть. Или серьги ее золотые в глотку ей запихать.   "
ANGER,overhear,vk,"Состою в волонтёрской организации, помогаю по мере сил и средств. Но, чёрт возьми, как же раздражает, когда человек, раз сделав хорошее дело, начинает трубить об этом на каждом углу. Я не за ""подвиги во благо"", а за тихую помощь. Недавно присутствовала на встрече волонтёров, так большинство пришли рассказать о своих достижениях, просто получить дозу славы. А зачастую те, кто действительно помогает, делают это тихо.   "
ANGER,overhear,vk,"Я волонтёр, и наша организация принимает вещи для нуждающихся. Из требований только то, чтобы вещи были чистые и целые, но люди не могут выполнить даже такую простую задачу! Обосранные ползунки, протертые джинсы — все это в порядке вещей. Бывает, ещё трусы принесут не первой свежести. Если не можешь принести нормальную вещь, то лучше не приносить вообще ничего!   "
ANGER,overhear,vk,"Я диабетик. Ограничиваю себя в еде, покупаю специальные продукты. Низкоуглеводные хлебцы и сладости без сахара стоят на порядок дороже обычных, я всегда растягиваю, рассчитываю, на сколько мне хватит упаковки. Купить их у нас тоже можно не везде, выбираюсь за ними раз в месяц. Бесило, что брат таскает их, потому что ему вкусно и нравится. Ты здоровый человек, можешь есть, что угодно, просто оторви жопу от дивана и выйди в магазин! Разговоры не помогали. Рассердилась. Готовить стала только еду из своего меню. Овощные супчики, отварное несоленое мясо, рыба на пару, овощи и все в том же духе. Сначала носом крутил, потом ныл, потом пытался сам готовить, но быстро стух и снова принялся ныть. Я непреклонна. Хочешь жить, как я, — наслаждайся.   "
ANGER,overhear,vk,"У меня очень много знакомых из стиля ""нутыжврач, можешь..."" и далее по шаблону. Это невероятно бесит, особенно когда какая-нибудь мамина подруга попросит: ""Возьми моего Сёмочку к себе"". Особенно, если этот Сёмочка еле-еле закончивший мединститут на педиатра. То есть работает с живыми людьми. Да, я врач, но всё бы ничего, если бы я не работала с трупами. И единственное, с чем я могу им помочь — это со вскрытием.   "
ANGER,overhear,vk,"Мне кажется, что меня ненавидит обувной бог. Любая зимняя и демисезонная, то бишь осенняя, обувь разваливается и приходит в негодность в аккурат после окончания гарантийного срока. Два месяца — и я опять босая! Ну невозможно уже! Сапоги, ботинки — счет им потеряла! Покупаю — через два месяца их можно выкидывать. Я даже сезон не могу отходить в одной паре. Хожу много пешком, это да. Или это намек, что я иду не по тому пути и надо что-то изменить в привычном маршруте? Не знаю. Устала покупать обувь. Дорого.   "
ANGER,overhear,vk,"Ко мне постоянно на улице подходят люди. Из всей толпы, которая будет идти по той же улице, что и я, спросить дорогу/время/ещё какую-нибудь херню подойдут обязательно ко мне. В наушниках я или разговариваю по телефону — ну-ка, сука, подойдём к этой девушке! Один раз бабка перекрыла мне собой дорогу и и не пропускала, чтобы спросить: ""А где здесь можно поблизости маникюр сделать?"". Может, я бы ещё вытерпела и это, но, блять, я шла в наушниках по оживлённой улице с тысячей людей вокруг.   "
ANGER,overhear,vk,"Я картавлю. И как же надоели умники, которые, едва это поняв, начинают клоунаду в стиле: ""Ой, а скажи «рыба»! А ехал Грека через реку? А французский выучить не хочешь?"". Особенно отмороженные начинают пародировать моё произношение. Уже думаю сходу посылать таких людей нахер, не разбираясь, шутят они или просто долбоёбы. Люто бесят.   "
ANGER,overhear,vk,"Адово бесит, когда кто-то начинает учить меня жизни. ""О, ты пиво пьёшь? Какой ужас! Да ещё и с чипсами! Вредно! Боже, ты всю ночь у подруги была, и тебе твой ничего не сказал, какой кошмар! Как можно купить домой пельмени и накормить ими мужчину? У меня вот пир из десяти блюд!"" Начинаю троллить: ""С подругой я ещё и сплю. Я не только пью, но и употребляю. Если мой мужик будет не рад пельменям, отправлю жить к тебе, пусть там столуется"". Людей после этого почему-то бомбит, а мне смешно.   "
ANGER,overhear,vk,"У мужа с детства плохие зубы и фобия стоматологов. Не ходит к ним принципиально. Я вроде и понимаю, что страх, все дела, но как же это задолбало: внешний вид, неперебиваемый запах от гниющих пеньков, а главное — железобетонные отмазы на все случаи жизни, мол, болят зубы. — Ты почему ничего не сделал из того, что собирался? — Зубы болели, ночью не спал, днём отоспался. И так может продолжаться неделями. Плюс раздражительность, нытьё и капризы. Не к врачу же обращаться. Терпи, жена.   "
ANGER,overhear,vk,"Я ИП, имею небольшой магазин с косметикой. В последний месяц просто одолели звонки из местных благотворительных организаций: всем нужна спонсорская помощь на праздник детям из малоимущих семей. Не знаю, как им объяснить, что не рожаю сама, потому что финансово не могу себе этого позволить. Скоро сама им начну жаловаться на свою жизнь! 32 года года, мужа нет, пашу на двух работах, семья вывезла меня к бабуле на ПМЖ в подростковом возрасте, за которой я сейчас и слежу, так как она не ходит.   "
ANGER,overhear,vk,"Каждый год с наступлением холодов кожа на лице начинает шелушиться и краснеет, несмотря на всевозможные маски, кремы и правильное питание. Раньше переживала, теперь принимаю как данность и не беспокоюсь. Но как же бесит, когда каждый второй считает своим долгом констатировать с претензией: ""У тебя кожа шелушится/у тебя все лицо красное, надо кремом мазаться"". Да вы че, упыри, думаете, у меня зеркала дома нет?!! Или про крем увлажняющий не слышала?!! За своей кожей следите! "
ANGER,overhear,vk,"У папы красивый номер мобильного телефона. Он практически совпадает с номером какого-то аэропорта небольшого города на Севере. Поначалу папа отвечал: вы ошиблись номером, это не аэропорт и подобное. Звонят в любое время дня и ночи. Сейчас начал троллить: ""Нет, Ваш рейс перенесли на завтра; Вашей машины нет на парковке, потому что её угнали; Ваш чемодан Вам не выдали, потому что он улетел в Америку навсегда"". И нет, не стыдно, потому что достали своей невнимательностью!   "
ANGER,overhear,vk,"Паническая боязнь звонков. Если мне надо кому-то позвонить, то мне может потребоваться несколько дней морально подготовиться. Если мне звонит незнакомый номер — просто не возьму. Намного удобнее и спокойней общаться через сообщения, даже если это порой занимает больше времени. К тому же при использовании сообщений у человека больше не будет возможности отказаться от своих слов. Но каждый считает своим долгом прочитать мне лекцию об этом, как будто это самая большая проблема их жизни.   "
ANGER,overhear,vk,"Моя девушка постоянно мне названивает. Встречаемся уже долго, живём вместе, но в день от нее около 15 звонков по поводу и без. Налево не хожу, люблю ее, поводов для контроля не даю, все в дом, ничего не скрываю. Пытался говорить — бесполезно, обиды и вопли. Люблю ее, но от звука телефона начинает трясти настолько, что срываюсь на крик каждый раз. Отношения рушатся, а все из-за такой глупости.   "
ANGER,overhear,vk,"Моя память имеет редкий талант избирательности. Я могу подробно пересказать сон, который мне приснился пять лет назад, или описать, в чём был одет человек, о чём мы с ним разговаривали, какая погода и обстановка при этом была. Но всё, что мне говорят на работе, мол, как и что нужно делать, я забываю через пару минут! Бесит, блин.   "
ANGER,overhear,vk,"Работаю в театре, часто смотрю спектакли из зала. Практически всегда во время какой-нибудь эротической сцены в спектакле 16+ раздаётся на весь зал звонкий детский голос: ""Мама, а что дядя с тётей делают?"" И часто мама начинает ещё и что-то объяснять в ответ. Вот откуда такие берутся и зачем ходят в театр? Бесят!   "
ANGER,overhear,vk,"Как меня заебало круглосуточное нахождение людей со мной в одном помещении. Просто полное отсутствие тишины и мыслей наедине с собой. В универе: огромная группа из 30 человек. В общаге: две соседки, круглые сутки сидящие в комнате. Порой настолько взрывается голова от всех этих людей оттого, что я просто хочу тишины, что тупо жду позднего вечера, одеваюсь, ухожу в самые дебри города, где почти никого нет, и гуляю там одна. И меня НИКТО не трогает, НИКТО не задаёт сто тупых вопросов, НИКТО не ржёт/болтает без остановки. Я не интроверт, но люди 24/7 — это ад.   "
ANGER,overhear,vk,"Покупаю вкусную сметану с большим процентом жирности, часть съели, баночку ставлю в холодильник. Потом достаю, а там жидкость образуется. Бесит.   "
ANGER,overhear,vk,"Встречалась с парнем долгое время, его семья необоснованно была против меня. Отношения приходилось скрывать, поэтому в соцсетях никакие совместные фотки не выкладывались. В конце концов расстались. Сейчас новые отношения с коллегой по работе. Теперь начальство и другие коллеги, соответственно, знать об этих отношениях ничего не должны, то есть фотки опять не зальёшь. Как же достало всё скрывать, я просто хочу выложить фотку со своим любимым мужиком!   "
ANGER,overhear,vk,"После длительных и мучительных попыток подруга наконец вышла замуж и чутка помешалась от счастья на своём муже. Разговоры только о нём, звонит ему каждые пять минут; когда он идёт поссать, то ноет, что скучает. Дошло до того, что перестала употреблять имя супруга и все связанные с ним местоимения, только бы повторять заветное слово: ""Поехали с мужем к родителям мужа. Отец мужа передал мужу подарок для мужа от брата мужа и сказал мужу, что скучает без мужа"". Рада за неё, но чутка заебала своим мужем.   "
ANGER,overhear,vk,"Ездили с друзьями в отпуск. Поспорили, что две недели прохожу в стрингах, в том числе, на пляже. Затарились в местном секс-шопе, купили несколько пар. Спор я выиграл, но осталось одно значительное последствие: оказалось, что стринги — это очень удобно, и я теперь все время их ношу. У меня уже даже собралась огромная коллекция: для бассейна; совсем нитки, чтобы загорать; повседневные хлопковые. Друзья жалеют, что поспорили, девушке нравится, меня бесит стереотипное мышление в обществе.   "
ANGER,overhear,vk,"Я строго придерживаюсь правил туалетного этикета. Протираю бумагой дочиста сиденье, обкладываю тремя слоями бумаги стульчак, после этой же бумагой протираю за собой, чистой бумагой нажимаю на слив, тщательно мою руки без брызгов вокруг раковины. И как же до дрожи бесит, что большинство людей этого не делает. Причём ладно, если это туалет в забегаловке, но когда обосран и замызган туалет в ресторане со средним чеком на 3-4 тысячи с пафосными гостями — для меня это запределье! "
