,emotion,source_name,source_type,text
10,startle,overhear,vk,"У коллеги с помощью пластики сделан нос, скулы, подбородок и губы. А еще была липосакция и пластика тела. Так же у человека круглый год красивый золотистый загар, модная стрижка и красивые глаза (линзы), всегда вкусно пахнет и хорошо одевается. Коллега — мужчина. Про все изменения и пластики из всех коллег знаю только я. И я обожаю слушать о том, как о нем говорят, типа «какой красивый, везёт же, кто таким рождается, с такой внешностью». Да-да, конечно, везёт...   "
11,startle,overhear,vk,"В один из зябких лиловых вечеров во дворе одного из моих друзей мы, небольшой компанией, просто из баловства начали обливать друг друга едва ли не ледяной водой. Какой кайф возвращаться домой спонтанно промокшим до нитки, пятнадцатилетним, влюблённым в жизнь, по пепельно-серой ночной улице раннего лета. А потом, завернувшись в махровое мягкое полотенце, греться у печи, в которой завораживающе дотлевают алые древесные угли.   "
12,startle,overhear,vk,"Я работаю в МЧС. На работе нужно знать специальный международный ""шифр"": простые знаки, которые можно выложить на земле при ЧП без связи, типа ""нужна аптечка"", ""здесь возможна посадка"" и т. д. Ехал в метро и увидел девочку лет 14, у которой на руке этими самыми знаками было написано: ""попытаюсь взлететь"", ""нужна еда"", ""не понимаю"", ""нужно оружие"", ""не в состоянии двигаться дальше"". Вопросов куча.   "
13,startle,overhear,vk,"Еду как-то в маршрутке. По телефону со своей матерью разговаривает мужик возрастом под полтос. По голосу понятно, что он подшофе, мать на проводе тоже догадалась, что к чему, спросила его, на что он ей отвечает очень выразительно и тяжко вздыхая: ""Неаа, маам... я не пьяныыый... у меня температура просто..."" Столько искренних улыбок он спровоцировал, давно людей такими счастливыми в газели не видела))   "
14,startle,overhear,vk,"Ходил на выходных с женой по магазинам, искали ей блузку. И, Боже мой, вот не женщинам упрекать мужчин в свинстве. Были в нескольких приличных магазинах, так там будто война прошла: полный хаос на полках, ни одной вещи по размеру разложенной не встретил, половина блузок во всяких тоналках да помадах, везде какие-то грязные пятнышки, блевануть охота от такого свинства. На примерку такие вещи только в костюме химзащиты. В мужских отделах такого не наблюдал никогда.   "
15,startle,overhear,vk,"В школьное время, когда уже в старших классах все выходили покурить за ворота у школы, главной проблемой было отсутствие сигарет у многих. И мой одноклассник специально порвал карман в штанах и при очередной просьбе кого-нибудь угостить сигаретой, вставлял свой причиндал в эту дырку и говорил: ""Сам возьми!"" Больше никто у него сигареты не брал!)   "
16,startle,overhear,vk,"Мою подругу мама с детства учила ходить на каблуках, красиво одеваться, краситься. Водила на танцы, рисование, английский. В школе требовала максимально хороших оценок. Далее дневное отделение университета на бюджете, потому что иначе, как считала мама, дочь не выйдет замуж и не родит внуков. Или выскочит по залету за местного наркомана или алкаша. Только вот теперь подруга сделала карьеру, купила квартиру и замуж что-то совсем не стремится. Ей и без этого хорошо.   "
17,startle,overhear,vk,"Проходясь по улицам родного города, обратила внимание на то, что многие места, вызывающие ностальгию, оказываются закрыты, и только МакДаки так и продолжают десятилетиями находиться на прежних местах, храня смутные воспоминания.   "
18,startle,overhear,vk,"В студенческие годы повадился к нам в дом ходить онанист. Курили в подъезде и видели его на этаже через день, а иногда и чаще. Боялись его и убегали обратно в квартиру. Однажды не выдержала, надоел он порядком, и спросила у него: ""У Вас проблемы, может быть, Вам помочь?"" В общем, это была наша последняя встреча, больше он не появлялся. Вот думаю, а если бы ситуация повернулась кардинально... Но главное результат, только скучно без него стало(   "
19,startle,overhear,vk,"Не понимаю тотального увлечения лайфхаками и рецептами домашней косметики. Лучше потрачусь на крем и косметолога, чем буду вонять яйцами с огурцами и соскребать овсянку.   "
20,startle,overhear,vk,"Сижу недавно в гостях, так получилось, что все дети собрались в одной комнате, а я за ними присматриваю. Мелкие то ругались, то мирились, рисовали что-то, и тут один из них лет пяти заявляет громко: ""Ну, я ничего не понимаю!"" И с этими словами падает демонстративно лицом в пол. Посмотрев на это, одна из присутствующих девочек уже лет 14 спокойно заявила: ""Да это моя позиция по жизни"")))   "
21,startle,overhear,vk,"Мы, европейцы, часто говорим, что все азиаты на одно лицо. Для меня тоже было так, пока я не побывала на свадьбе моей подруги-бурятки. Там были буряты, казахи, якуты, эвенки, кореец, китаец, два японца и тайванец. И да, мы, три русские подружки невесты, были на одно лицо.   "
22,startle,overhear,vk,"Считаю, что сезоны можно смело сдвигать на месяц вперёд, ведь зима начинается в январе, а кончается в марте. Летняя погода приходит только в июле и уходит ближе к октябрю... Несправедливо, что мы не можем сполна насладиться летним отдыхом или прекрасной зимой в связи со своими ожиданиями.   "
23,startle,overhear,vk,"Насмотрелась в интернете видео о том, как ставят виниры. Теперь все эти красивые идеальные зубы ассоциируются у меня с маленькими жалкими пенёчками, которые остаются от настоящих зубов.   "
24,startle,overhear,vk,"Жаль, что животные не могут рассказать о своём прошлом. У меня есть кот, взяла его из приюта, до этого вроде как жил на улице. Он шарахается от любого движения; когда задеваешь его ноги, он начинает истошно орать, а ночью дрожит и забивается под мое одеяло. И сколько у него не спрашивай, он не ответит, отчего же ему так страшны человеческие движения, где же он жил до этого, кто его так пугал. А ведь так интересно, что пережил питомец перед тем, как попасть к вам.   "
25,startle,overhear,vk,"Недавно наткнулась на сериал про Катю Пушкареву. Боже мой, тогда ее образ казался ужасным, а сегодня она прямо-таки в тренде, зато все, кто был на стиле, выглядят как клуши. Какая странная вещь — мода!   "
26,startle,overhear,vk,"Определяю мужиков по попе. Округлые пухлые задницы или рыхлые бёдра, больше похожие на женские, — скорее всего, он ленивый, а еще может быть хитрый или маменькин сынок. Уже сколько раз совпадало!   "
27,startle,overhear,vk,"Жена знакомого — волонтёр животных. Тратит уйму денег на животных, корм для них, и ищет новое место жительства. Жили они до недавнего времени в съёмной квартире, где жило восемь кошек и пять собак, взятых ей на передержку. В итоге муж не выдержал, ушёл, ибо невозможно трахаться, когда на тебя смотрят 26 глаз — кто на кровати, кто на полу, лезут, нюхают тебе письки, мяукают, гавкают. Апогеем стал пес, трахающий его ногу, пока он трахал жену. Сейчас опять вместе, купили дом, живность прибывает.  "
28,startle,overhear,vk,"Центр города, я сижу в офисе, окна которого выходят на главную улицу. Картина: к мусорке возле лавочки напротив окна приходит пожилая женщина, ищет там что-то, достаёт остатки выброшенного мороженого, доедает его, достаёт изо рта вставную челюсть, облизывает её, вставляет обратно и уходит.  "
29,startle,overhear,vk,"Не люблю сарказм. Давно заметила, что люди зачастую говорят какую-то обидную или просто неприятную хрень, а когда видят, что тебя это задело, делают удивленные глаза и говоря: ""Ты чё? Это же просто сарказм!""  "
30,startle,overhear,vk,"Недавно ходила по магазинам и вдруг поняла, что не смотрю на ценник вещи и не считаю, сколько я могу потратить денег, как несколько лет назад. Осознала, что могу зайти в любой ресторан и пообедать на 2000-3000 рублей, и это не ударит по кошельку. У нас с мужем большая квартира, две отличные машины, ребенок ходит в лучший детский сад города — все, как мы хотели. Но до сих пор снятся сны, в которых я вижу нашу уютную съёмную однушку, где мы, молодые родители, живём от зп до зп и мечтаем обо всем этом.  "
31,startle,overhear,vk,"Еду вечером в маршрутке после работы. Пьяный парень рядом, видно, разговаривает со своей дамой. Говорит ей: ""Катяяя, Кааатя, у тебя же имя — Екатерина, а разговариваешь ты как Марфа!""))  "
32,startle,overhear,vk,"По работе часто общаюсь с иностранцами. Заметил, что культ секса не на западе, а у нас. Средний возраст для первого секса во многих других странах 18-21 год. У нас это уже поздно. Общался с женщинами, которые первый раз отдались своему мужу, не из убеждений, а просто так сложилось. Или с теми, кто потерял девственность лет в 25-27. Объясняли тем, что не было подходящего партнёра, абы с кем не хотелось, а им и не шибко горело. Почувствовал себя каким-то проститутом в тот момент.  "
33,startle,overhear,vk,"Часто захожу в маленький супермаркет возле дома. Там на кассе работает одна хамоватая дама в возрасте. Никаких ""здравствуйте/до свидания"" от неё в жизни не слышал. Бывает, так уткнётся в телефон (смотрит свои ""Пусть говорят""), что ты для неё будто и не существуешь. Обслужит, чек и сдачу выдаст, не отрывая глаз от экрана. Спрашиваешь что-то — игнорирует, либо хамит. И вот вчера стою в очереди на кассе, а перед ней очень потрёпанный бомж. Хочет купить чаю, а ему четыре рубля не хватает. Люди уже бухтят, дед-то очередь задерживает и воняет дико. А он не уходит, мнётся. И она такая: ""Хрен с тобой, не обеднею я от твоего чая"". Даёт ему стаканчик, чай и достаёт из-под прилавка два пирожка. Погрела, всучила деду и дальше в телефон залипать. Его пару копеек не взяла.  "
34,startle,overhear,vk,"Была в супермаркете и заметила девчушку лет 8-9 с джек-расселом, у которой из кармана доносился мужской голос... Как я позже узнала, это была рация, а на другом конце говорил её отец: ""Пархан, приём. Пархан, ты всё купил? Пархан, не трать много денег, только всё по списку"". Это было так забавно :)  "
35,startle,overhear,vk,"В интернете видела страничку одной девушки, у неё муж и двое детей. И такие у них фотки позитивные, нет не ми-ми-ми, а наоборот — безбашенные, у неё были синие волосы; фото, где ребёнок у голой груди; где они дурачатся с мужем и прочее. По-хорошему завидую. Им около 30, и они сумели не растерять детскую искорку веселья и не обращать внимания на мнение других. А мы — самая обычная семья, и мне моя внутренняя пружина никогда не даст так расслабиться.  "
36,startle,overhear,vk,"Смотрю в окно, а там сосед и друг детства выгуливает своих малых. И не верится, что через два года им уже будет по 5-7 лет, нам с ним было по 6, кода мы познакомились. Он катал меня на велике, мы надували презики и кидались в прохожих, кормили собак и взрывали петарды. Мне 26, и эти 20 лет — будто учебный год: еще пару месяцев — и будет опять лето, мы будем орать друг другу ""Айда за гаражи!"" и читать энциклопедии про динозавров. Но уже взрослые дядьки и тетки, с семьями, загонами и вредными привычками.  "
37,startle,overhear,vk,"Живёт у меня в доме экстремально маленький мужчина, а я девушка высокая, и каждый раз в лифте он украдкой рассматривает меня как диковинку, а я его. И вот мы встретились с ним в паркинге — я села в свой смарт, а он в свой внедорожник)  "
38,startle,overhear,vk,"Никогда не понимала идеи освежителей воздуха в уборных. По мне так знакомый и такой родной, хоть и неприятный, запах говна куда лучше, чем запах морского бриза и говна, луговых цветов и говна, апельсинки и говна...  "
39,startle,overhear,vk,"Почему опыт приходит с возрастом, а красота с ним же и уходит. 10 лет назад мне поступали такие предложения и от таких мужчин — даже агенты Листермана приглашали на кастинги в Куршавель, но в 20 мне это все казалось мерзким и аморальным, а следующие 10 лет — трудная работа, съемные квартиры и мужики-мудаки, зато все как один по любви. Как же хочется вправить мозги себе 20-летней!  "
40,startle,overhear,vk,"Вместо очков взяла в отпуск футляр от них. На местном рынке купила душевую копию Рэй-Бэнов, точь-в-точь как мои настоящие, только плохого качества. Пошла с ними на обед, оставила на столе. И пока я набирала еду, их кто-то украл. Задумалась, а стоит ли платить больше, если никто не видит разницы.  "
41,startle,overhear,vk,"Летели недавно на самолете. Перед взлетом, как обычно, по громкой связи со всеми пассажирами здоровается капитан корабля. И после слов: ""... наша главная цель — это ваша безопасность и комфорт"", — полностью отключается свет и двигатели. Минута тишины и суеты, все включается, капитан говорит: ""У нас проблемы со включением, не обращайте внимания. Так вот, наша главная цель — это ваша безопасность и комфорт..."" Летели как в последний раз.  "
42,startle,overhear,vk,"Дома стараюсь кушать аккуратно, но бывает и руками. Или в постели. Или собираю остатки соуса хлебом. И когда что-то падает на пол — поднимаю и ем. А если в ресторане — все такие важные, обязательно вилка и нож. Я ножом пользуюсь дома только во время готовки, или если стейк слишком жесткий и вилкой не пилится. И если в ресторане что-то упало на пол — это потеряно навсегда.  "
43,startle,overhear,vk,"Еду в метро рядом с женщиной, у неё в руках смартфон с большим экраном, и мой взгляд невольно на него падает. В общем, как оказалось, ехала я рядом с разрушительницей чьей-то семьи — с любовницей. Она удаляла сообщения следующего характера: ""Ты моя секретная любовь"", ""Как приятно быть чьим-то счастьем"", ""Пока моих нет дома"". Почувствовала себя разоблачителем мерзкой и грязной тайны. Жаль, не смогу поделиться этим с их вторыми половинками.  "
44,startle,overhear,vk,"Бывает в диалоге нужно рассказать о человеке и, если собеседник не знает фамилии, идентифицировать его с помощью ассоциации или событий. Так появляются: Аня — кот, которой регулярно ссыт всем в тапки; Вася на жигулях и Петя, у которого сын родился; а так же классические Маша — жена Саши. В этот момент становится интересно, а как люди в подобные моменты называют тебя, с чем ты у них ассоциируешься.  "
45,startle,overhear,vk,"Недавно осознала, что минимум четверо из мужчин, с которыми у меня был секс, уже не на этом свете: старый профессор, пригласивший меня в гости к себе на дачу, где я ожидала увидеть и других гостей, а оказалась одна. Из-за той ночи я не стала писать с ним диплом, а просто бросила институт. Первый муж, от которого у меня сын. Бывший начальник, который помогал мне, матери-одиночке, в трудные 90-е, а я не могла ему отказать из благодарности. И, наконец, человек, которого я любила 20 лет, но встречи наши были редки из-за большого расстояния и маленького его ко мне интереса.  "
46,startle,overhear,vk,"На одной из станций к нам в купе подсел мужчина с небольшим ящиком. Никто особо значения не придал. Глубокой ночью всех разбудил крик в вагоне. Как оказалось, этот умелец перевозил змею, плохо закрыл ящик, и она вылезла на свет (дверь немного открыта ). Бедный проводник не ожидал такого поворота событий.   "
47,startle,overhear,vk,"Стояла на остановке и случайно подслушала разговор двух мужиков лет сорока, меня обсуждали: — О, смотри, Санёк, какая мадам. — Да ну, Димон, ебало страшное. — Бля, да у тебя тоже ебало не особо ровное, зато одевается прикольно! Ехала я тогда с дачи в старом трико и рубашке. Вот думаю, может, в этом на свидания теперь ходить, раз уж ценители высокой моды одобрили.   "
48,startle,overhear,vk,"Замечал за собой такой момент: когда делаешь девушке куни часто, то прям заметно улучшается дикция! Никакие курсы ораторского мастерства не нужны, просто надо делать приятное своим девушкам.   "
49,startle,overhear,vk,"Ещё в 1995 году родители подруги переехали из города в посёлок, построили дом, за забором луг, поют птицы. Красота. Потом на месте луга открыли кладбище. За 23 года кладбище так разрослось, что за забором тропинка, а за ней начинается погост. Мама подруги умерла, похоронили на том же кладбище, отец остался один. Подруга часто приглашает к отцу в гости — провести время на природе, приготовить шашлыки, попариться в бане. Но как представлю, что за забором кресты и ночью каркают вороны, становится не по себе.   "
50,startle,overhear,vk,"Мне очень любопытно, что творится в головах у мужчин 40+ с пивным пузом и лысиной, которые пытаются познакомиться с девушками 21-23 лет. Неужели они серьезно на что-то рассчитывают...  "
51,startle,overhear,vk,"""Странная"", — подумала я, когда она проходила мимо. Девушка лет 30, в заляпанном пуховике, надетым поверх желтого домашнего халата. ""Красивая"", — подумала я, когда она села в электричке напротив меня. Она сверлила взглядом парня с дредами, а потом, когда он ушёл, пересела и стала так же, не отводя взгляда, смотреть на седоватого мужчину. Он замешкался, поправляя свою кепку. А я просто сижу, просто наблюдаю, мне не жаль ее, она не выглядит как больной человек, она просто красивая со своими странностями.  "
52,startle,overhear,vk,"Стою поздно вечером у окна, пью чай. Темно, почти нет людей. От остановки идёт девушка, поскальзывается на льду и падает. Навстречу ей шёл парень. Подбежал помочь, но падает рядом. Какое-то время они пытаются подняться, но безуспешно. В итоге лежат на спинах оба. Парень закуривает. Иногда даёт затянуться своей сигаретой девушке. Покурив, они ползком добираются до сугроба, встают. Расходятся в разные стороны. Она скрывается за домом, он идёт на остановку. Вдруг парень срывается и бежит за ней.  #Подслушано_иллюстрация@overhear"
53,startle,overhear,vk,"Заметила, что часто, когда люди расходятся после лет трёх-пяти+ отношений, хоп, и буквально через полгода выходят замуж. Я два года назад разорвала отношения, что длились четыре года и замерли в недопониманиях, ужасных спорах и скандалах. По приколу пошла на свидание вслепую с подругой (пять минут на общение, и мужчина сменяется, потом обмен номерами, если взаимная симпатия). Через полгода съехала к нему, еще через полгода — свадьба. Жду подвоха, но пока тишь да гладь. Здорово так)   "
54,startle,overhear,vk,"Два года назад появилась возможность переехать на время в Таиланд, командировка, так сказать. И это время стало самым счастливым в моей жизни — я не читала новости, не сталкивалась с ежедневным давлением на жалость, даже зависти не было со всех сторон, люди там ходят примерно в одинаковых шлепках, шортах, майке и счастливы. Вернулась домой, и накатило негативом, сейчас ищу возможность вернуться, но пока не выходит. Раньше я гналась за победами и признанием, а теперь понимаю, что нет смысла)   "
55,startle,overhear,vk,"У нас работает потрясающий дворник. Дедуля с длинной седой бородой до пояса. Каждое утро он спрашивает у жителей: ""Как спалось, что снилось?"". Радует своим хитрым и добрым взглядом. В любые холода он разгребает снег по пояс голый, прекрасный накачанный мужской торс в возрасте 75 лет. Вчера было -20, а он все так же улыбается, и от его голого торса валит пар.   "
56,startle,overhear,vk,"Я пересмотрел кучу разных видео этого дела, но для меня все равно повар, умеющий готовить фаршированную рыбу, — волшебник. Выдернуть ей хребет и кости, напихать фаршем и при этом сохранить внешнюю форму в точности после стольких операций. Для меня это не иначе как сверхспособности. ;)   "
57,startle,overhear,vk,"Последние лет пять просто не выносима мысль, как люди не замечают, что каждый раз, приходя в магазин, покупают пакет для продуктов якобы за копейки — рублей шесть или семь. Но в производстве этот пакет стоит в сотню раз меньше! Вспоминаются времена, когда пакет был просто подарком к покупке. А сейчас это какая-то конкуренция героину. Просто всю кровь вымораживает!   "
58,startle,overhear,vk,"Меня поражает несправедливость природы: если на таракана упадет предмет, сопоставимого с ним размера и массы, к примеру, спичечный коробок, то он выползет из-под него и побежит дальше по своим тараканьим делам. Если же на меня рухнет шкаф, хотя бы вполовину моего веса, я либо тут же склею ласты, либо сильно покалечусь. Я, конечно, не хочу стать тараканом, но все равно немного завидую его физическим возможностям.   "
59,startle,overhear,vk,"После учёбы, уставшая, тащилась домой. Подошла на остановку — очередь. Ну, думаю, замечательно! Но вот мой спасительный шаттл до дома. Открывается дверь автобуса, из него шустро выпрыгивает мальчишка лет 8, подаёт руку, из дверей выходит его бабулечка как истинная леди! Настроение поднялось до небес, так и хотелось подбежать к этой женщине и сказать ""спасибо"", но они тут же растворились в массах серых людей.   "
60,startle,overhear,vk,"У меня есть друг, он женат уже три года. Полтора года назад он рассказывал о том, что по пьяни переспал с нашей общей знакомой (внешне не то что не але, там если приснится — грязными трусами не отмашешься). Очень жалел об этом и, естественно, просил не рассказывать никому. Я как хороший друг все это исполняю. Но не забуду его фразу: ""У неё жопа как доской ударили"". Не понимаю, зачем он вообще полез...   "
61,startle,overhear,vk,"В школе у нас была милая учительница по алгебре и геометрии. Милая, но не учила нас совсем, не могла совладать с классом и поэтому забила. Мы перебивались с 2 на 3. В начале 11 класса она умерла от рака, и нам дали нового, сильного препода. Буквально за полгода она объяснила нам все от и до, последние полгода готовила к ЕГЭ, которое мы хорошо сдали. Странно осознавать, но если бы не смерть первого педагога, то мы бы ничего не смогли.   "
